graph6 string,levelable,minimized solution
H??OPNN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@??GvN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
H??H?nZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H??G`NZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?C_?^r,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H??P?^},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
H??__^^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
H??G`N^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
H@??Gvn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
H??G`N~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 6.0]"
H?GOAUE,F,NA
H?C?MGi,F,NA
H??PCTM,F,NA
H?@C?s{,F,NA
H??R?UL,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?CC@XU,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H??J?eL,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?CC@L[,F,NA
H?C?JE[,F,NA
H??GbEF,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
H?GOAUF,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?C?MGj,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
H?C?JQF,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H??a?u],T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
H@?AOM\,F,NA
H@?C?xm,T,"[2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H??I`E\,F,NA
H@?C?\{,F,NA
H??J?e\,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H@?GAMy,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?C@AMN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?@C?s|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?C?JEN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?CC@XV,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H??GbEN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?CC@L\,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?C?JE\,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?A@_T|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H@??[D|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H@??KT},F,NA
HGC??^u,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 3.0, 5.0]"
H@?A?]^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H@??IU^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H@?C?xn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H??HAe^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H@?C?\|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
H??GbE^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H@?GAMz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
HG??oN|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?A?Pd~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
H@?A?]~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
H@??IU~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
HGC??^v,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
HG??Gv~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 6.0]"
H?C_ECM,F,NA
H?@C@o],F,NA
H?CCBG],F,NA
H?C_ECN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0]"
H?C?N?N,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0]"
H?@C@o},F,NA
H@?CAW},F,NA
H?C_EC},F,NA
H?@C@o^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0]"
H?CCBG^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0]"
H??Gf?^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0]"
HG?C?x},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0]"
H@O?CL},F,NA
H?@C@o~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H@?CAW~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H?C_EC~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
HK???^},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0]"
HG?C?x~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0]"
H@O?CL~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0]"
HK???^~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 6.0]"
H?C?G^a,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H??G_^a,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H??G_^o,F,NA
H?A?WTt,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?C?G^e,F,NA
H??G_ve,F,NA
H??G_^q,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
H?C?G^b,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H??G_^b,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H??G_^p,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?C?G^m,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H??OO^u,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
H?C?Gnm,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
H??OO^f,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?C?G^f,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
H??G_nj,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H??G_^r,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
H??GWrv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
H?C?G^n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
H??OO^v,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
H?C?G^v,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
H??G_^~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 6.0]"
H?C@GNH,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H?CC?xe,F,NA
H?G?GnY,F,NA
H?C_GNJ,F,NA
H??H_fL,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H@?G?^q,F,NA
H?C?HNJ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?CC?xf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?C?HNX,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?G?Gn],T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H@??WNx,F,NA
H?C_GNZ,F,NA
H@??G^Z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?C?HNN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H??G`fN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H@?G?^r,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
H@?GGNz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
H@??G^^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
H@??G^z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
H?C?HN^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
H@??G^~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 6.0]"
H??PA]M,F,NA
H??ORMM,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H@??KtM,F,NA
H??HAuU,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H??GeSu,F,NA
H?C_BeM,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H??a?}],T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
H??_a]],F,NA
H?A?Ply,F,NA
H@?A?}m,T,"[2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H??GbM],T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H@??Ium,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H@O??~e,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H??PA]N,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H??ORMN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H@??KtN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H??HAuV,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H??GeSv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?C_BeN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H??K@l},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H??GbM},F,NA
HG??Hv],T,"[2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
H??a?}^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H??_a]^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?A?Plz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
H@?A?}n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H??GbM^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H@??Iun,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H@O??~f,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H??GbN},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H??K@l~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
H??GbM~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
HG??Hv^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
H??GbN~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 6.0]"
H@?AC[],F,NA
H?@C@wy,F,NA
H@??MS],F,NA
H@?A?}k,T,"[2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H??HEc],F,NA
H@?A@yM,F,NA
H??GfC],T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0]"
H?C_?~a,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?AA@s},F,NA
H?A?Rc},F,NA
HG?C@x],T,"[2.0, 4.0, 4.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H@?AC[},F,NA
HG?C?|{,F,NA
H@??MS},F,NA
HGC?C\u,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 4.0, 4.0]"
H@?AC[^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0]"
H?@C@wz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H@??MS^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0]"
H@?A?}l,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H??HEc^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0]"
H@?A@yN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H??GfC^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0]"
H?C_?~b,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?A?Rd},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0]"
HG?C?|},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0]"
HG??Kt},F,NA
HK???~m,T,"[4.0, 2.0, 2.0, 4.0, 2.0, 2.0, 2.0, 4.0, 5.0]"
H?AA@s~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H?A?Rc~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
HG?C@x^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H@?AC[~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
HG?C?||,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0]"
H@??MS~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
HGC?C\v,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H_??Hv},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0]"
H?A?Rd~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0]"
HG?C?|~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0]"
HG??Kt~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0]"
HK???~n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0]"
H_??Hv~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 6.0]"
H??__~M,F,NA
H?C?H^M,F,NA
H@??G~M,F,NA
H??OP^U,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H@??G~i,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H@??HvM,F,NA
H?C?H^U,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?G?G~],T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H??OP^u,F,NA
H??G`^],F,NA
H@??G~m,T,"[2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
H??__~N,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?C?H^N,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H@??G~N,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
H??OP^V,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H@??G~j,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H@??HvN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
H?C?H^V,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H??H?~},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
H?G?G~^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
H??OP^v,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
H??G`^^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
H@??G~n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
H??H?~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 6.0]"
H?C?JMM,F,NA
H??GbeM,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0]"
H@?GBeM,F,NA
H?A?Ptu,F,NA
H@??I]],F,NA
H@??I]y,F,NA
HGC??~e,F,NA
H?C?JM],F,NA
H?C?JMN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0]"
H??GbeN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0]"
H@?GBeN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H?_?Hl},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0]"
HG??G~y,F,NA
H@??I]},F,NA
H?A?Ptv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H@??I]^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
