graph6 string,levelable,minimized solution
HIP@x}{,T,"[2.0, 4.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H??zzzw,F,NA
H?@zs~w,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 5.0, 3.0]"
HIP@|y},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0]"
H?@zvp},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 5.0]"
H?@zvq},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 5.0]"
HBXbC}^,T,"[2.0, 4.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HIP@x}|,T,"[2.0, 4.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H?@zvr},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 5.0]"
HIP@|y~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 5.0]"
H?@zvp~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 5.0]"
H?@zvq~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 5.0]"
H?@zvr~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 6.0]"
H?@zzqx,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0]"
H?@zrv{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 3.0]"
H?@zrv|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 3.0]"
HIP@x}~,T,"[2.0, 4.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?@zru~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 5.0]"
H?@zrv~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 6.0]"
H?@zvv{,F,NA
H?@zvv},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0, 2.0]"
HIP@|}~,T,"[2.0, 4.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?@zvv|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 3.0, 5.0]"
H?@zr~z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 5.0, 3.0]"
H?@zvv~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 3.0, 6.0]"
H?@zzyz,F,NA
H?@zr~},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 5.0, 2.0]"
H?@zr~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 5.0, 6.0]"
H?@zt}},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 2.0]"
H?@zt~},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 5.0, 2.0]"
H?@zt~z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 5.0, 3.0]"
H?@zr}~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 5.0, 5.0]"
H?@zt}~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 5.0, 5.0]"
H?@zt~^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 5.0, 5.0]"
H?@zt~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 5.0, 6.0]"
H?@zv~},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 5.0, 2.0]"
H?@zv~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 6.0, 6.0]"
H?@|urw,F,NA
H?A}rpx,F,NA
H?@|rrX,F,NA
H?]o]fb,F,NA
H?BXruy,F,NA
H?@xtvY,F,NA
H?BZpvh,F,NA
H?[JLnU,F,NA
H?@~VaZ,F,NA
H??Z|z[,F,NA
H??Z|zk,F,NA
H?@w~Vq,F,NA
H?A}rrx,F,NA
H?Azupz,F,NA
H?@|upz,F,NA
H?[Lmjf,F,NA
H?@|uo~,F,NA
H?@|upn,F,NA
H?@|urf,F,NA
H?@|urz,F,NA
H?@|up~,F,NA
H?@|urn,F,NA
H?@|ur~,F,NA
H?@|vrw,F,NA
H?Azrvw,F,NA
H?@ztvw,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 2.0]"
H?@~trX,F,NA
H??z|zw,F,NA
H?@Z|zw,F,NA
H?B}vOz,F,NA
H?Azvry,F,NA
H?@|vp},F,NA
H?BztrZ,F,NA
H?@|vrx,F,NA
H?Azrvx,F,NA
H?@|rvx,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 2.0]"
H?@|p~x,F,NA
H?@|vr},F,NA
H?Azvrz,F,NA
H?@|vp~,F,NA
H?@|vr^,F,NA
H?@|vr~,F,NA
H?@z|qx,F,NA
H?@z|rx,F,NA
H?@|ryz,F,NA
H?Azrtz,F,NA
H?A|rtz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0, 5.0]"
H?AzrvZ,F,NA
H?@|rzz,F,NA
H?Azrvz,F,NA
H?Azrt~,F,NA
H?@|tt~,F,NA
H?Azrv^,F,NA
H?Azrv~,F,NA
H?@ztu{,F,NA
H?@ztvx,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0, 2.0]"
H?@ztzy,F,NA
H?@ztu|,T,"[2.0, 4.0, 2.0, 2.0, 2.0, 4.0, 4.0, 5.0, 5.0]"
H?@zru|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 5.0]"
H?@ztzZ,F,NA
H?@zruz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 5.0]"
H?@|ru|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 2.0, 3.0]"
H?@|rt|,F,NA
H?@ztv|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0, 3.0]"
H?@ztvz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0, 5.0]"
H?@|rv|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 4.0, 2.0]"
H?@|ru~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 4.0, 5.0]"
H?@ztt~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0, 5.0]"
H?@zuu~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0, 5.0]"
H?@ztv~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0, 6.0]"
H?@ztzY,F,NA
H?@z|rX,F,NA
H?@}vU{,F,NA
H?@|vrZ,F,NA
H?@|uv{,F,NA
H?A}rxz,F,NA
H?@|rzZ,F,NA
H?@|rv\,F,NA
H?@|vZZ,F,NA
H?@ztvZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0, 5.0]"
H?[Lmnf,F,NA
H?Azuv|,F,NA
H?@|uvz,F,NA
H?Azut~,F,NA
H?@|ut~,F,NA
H?@|uvn,F,NA
H?@|uv~,F,NA
H?@|vzy,F,NA
H?@|vv},F,NA
H?Azvvz,F,NA
H?@|vzz,F,NA
H?Azr~z,F,NA
H?@|r~z,F,NA
H?@|vv~,F,NA
H?@z|u|,F,NA
H?@z|zz,F,NA
H?@|r|~,F,NA
H?@|r}~,F,NA
H?@|r~~,F,NA
H?@z|zZ,F,NA
H?@zt~],F,NA
H?@|u~m,F,NA
H?A}r~},F,NA
H?@|vv^,F,NA
H?@|r~^,F,NA
H?A}r|~,F,NA
H?@|u~n,F,NA
H?@|u~~,F,NA
H?@|v~},F,NA
H?@|v~~,F,NA
HIPD|y{,T,"[4.0, 5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H?@z~rw,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 2.0, 2.0]"
H?@|~rw,T,"[3.0, 3.0, 2.0, 2.0, 2.0, 6.0, 6.0, 2.0, 2.0]"
H?@~vr{,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 5.0, 2.0, 2.0, 5.0]"
HIPD|y|,T,"[3.0, 5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HIP@|}},T,"[2.0, 4.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H?@|vvy,F,NA
H?@x~vy,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 5.0, 4.0, 2.0, 2.0]"
H?@~vq^,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 5.0, 2.0, 2.0, 5.0]"
H?@~vr|,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 5.0, 2.0, 2.0, 6.0]"
HIPD|y~,T,"[3.0, 5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?@~vp~,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 5.0, 2.0, 2.0, 5.0]"
H?@~vq~,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 5.0, 2.0, 2.0, 6.0]"
H?@~vr~,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 5.0, 2.0, 2.0, 7.0]"
H?@~vv{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 2.0, 2.0, 5.0]"
H?@z~v{,T,"[5.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 5.0, 5.0]"
H?@|~zy,F,NA
H?@~~r|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 2.0, 2.0]"
H?Bzvvz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 5.0]"
H?@~vv|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 2.0, 2.0, 5.0]"
H?@~vz~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 2.0, 5.0, 6.0]"
HIPD|}~,T,"[2.0, 5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H?@~vv~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 2.0, 2.0, 6.0]"
H?@~v~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 2.0, 6.0, 6.0]"
H?@~rzx,F,NA
H?Bzrtz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 5.0]"
H?Bzruz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 5.0]"
H?@z~rx,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 2.0, 2.0]"
H?@zr~y,F,NA
H?@z|vx,F,NA
H??zz~{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0, 5.0, 2.0]"
H?@z{~x,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 4.0, 2.0]"
H?Bzrvz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 5.0]"
H?@z~rz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 2.0, 2.0]"
H?@z~p~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 2.0, 5.0]"
H?@z~q~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 2.0, 5.0]"
H?@z~r~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 2.0, 6.0]"
H?@~r~|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 2.0, 5.0, 5.0]"
H?@z~vz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 2.0, 2.0]"
H?@z~v|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 2.0, 2.0]"
H?@z~v~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 2.0, 6.0]"
H?@zz~z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 5.0, 2.0]"
H?@zz}~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 5.0, 5.0]"
H?@zz~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 5.0, 6.0]"
H?Azz~z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 5.0, 2.0]"
H?@z|~z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 5.0, 2.0]"
H?@z|}~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 5.0, 5.0]"
H?@z|~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 5.0, 6.0]"
H?@z~~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 6.0, 6.0]"
H?@~tzx,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 5.0, 2.0, 6.0, 2.0]"
H?BztvZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 5.0]"
H?@|~rx,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 2.0, 2.0]"
H?Azr~y,F,NA
H?@zt~y,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 5.0, 2.0, 5.0, 3.0]"
H?@~tv\,F,NA
H??z|~{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0, 5.0, 2.0]"
H?@Z|~{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0, 5.0, 2.0]"
H?B}vS~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 4.0]"
H?Bztvz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 5.0]"
H?@|~rz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 2.0, 2.0]"
H?@|~p~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 2.0, 5.0]"
H?Bztv^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 5.0]"
H?@|~r~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 2.0, 6.0]"
H?@~t~|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 2.0, 5.0, 5.0]"
H?@|~vz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 2.0, 2.0]"
H?@|~zz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 2.0, 2.0]"
H?@|~v~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 2.0, 6.0]"
H?@~t~^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 2.0, 5.0, 5.0]"
H?@z|~^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 5.0, 5.0]"
H?@|}~n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 5.0, 5.0]"
H?@|}~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 5.0, 6.0]"
H?@|~~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 6.0, 6.0]"
H?Bz~vz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 2.0, 2.0]"
H?@~v~},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 2.0, 5.0, 2.0]"
H?@z~~},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 5.0, 2.0]"
H?@|~~},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 5.0, 2.0]"
H?@~~z~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 2.0, 6.0]"
H?@~~~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 6.0, 6.0, 6.0]"
H?\rc^p,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HBX_w~b,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HBXf?}\,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?[rjiN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0]"
HIR@xwz,F,NA
H?\rc]V,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 4.0]"
H?]Jjir,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 4.0]"
H?DzrqN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H?_rzx{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0]"
H?\rc]N,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H?`zrqV,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HBX_~E^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HIOxuK~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?\rc]v,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
HIR@xyz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?\rc[~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?`zrpv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?\rc]^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?`zrqv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HIOxuM~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?\rc\~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?\rc]~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?`zrrv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?\rc^~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
H?\rc^o,T,"[4.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
HBXc~A\,T,"[5.0, 2.0, 3.0, 2.0, 2.0, 2.0, 4.0, 5.0, 2.0]"
HIQ}@sz,T,"[4.0, 3.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 2.0]"
H_@|rqx,T,"[3.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
H?bprty,F,NA
H_Axrty,F,NA
H@wMmgv,F,NA
H_@|tpZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
H_A|rpx,T,"[4.0, 4.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H?]Hjnq,T,"[4.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 3.0, 4.0]"
H_@xruy,F,NA
HC@~RqZ,T,"[4.0, 2.0, 2.0, 4.0, 2.0, 3.0, 4.0, 2.0, 5.0]"
H_@ztqZ,F,NA
H?_Zzzs,T,"[4.0, 2.0, 2.0, 2.0, 4.0, 2.0, 3.0, 2.0, 4.0]"
HO?Zzz[,T,"[4.0, 2.0, 4.0, 2.0, 2.0, 3.0, 3.0, 2.0, 4.0]"
H?FvVO^,T,"[2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 2.0, 3.0, 4.0]"
H_A|rpN,T,"[4.0, 4.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0]"
HIQ}@uz,T,"[4.0, 3.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 2.0]"
H?}Bjhv,T,"[4.0, 2.0, 2.0, 2.0, 4.0, 4.0, 3.0, 2.0, 4.0]"
H?brrqz,F,NA
H_Azrqz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HBXfCy^,T,"[4.0, 2.0, 3.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
HIR@|o~,T,"[4.0, 3.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 2.0]"
H?]Jnav,T,"[4.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 4.0, 6.0]"
H_A|rpz,F,NA
H?`zv_~,T,"[4.0, 2.0, 2.0, 2.0, 4.0, 3.0, 2.0, 4.0, 3.0]"
H_@zto~,T,"[4.0, 4.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H?Juuo~,T,"[2.0, 2.0, 4.0, 2.0, 4.0, 4.0, 2.0, 3.0, 5.0]"
H_Azrq^,T,"[4.0, 4.0, 2.0, 2.0, 2.0, 4.0, 3.0, 2.0, 3.0]"
H?}Bjjv,T,"[4.0, 2.0, 2.0, 2.0, 4.0, 4.0, 3.0, 2.0, 4.0]"
HIR@|q~,T,"[4.0, 3.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 5.0]"
H?`zv`~,T,"[4.0, 2.0, 2.0, 2.0, 4.0, 3.0, 2.0, 4.0, 4.0]"
H?`zva~,T,"[4.0, 2.0, 2.0, 2.0, 4.0, 2.0, 3.0, 4.0, 6.0]"
H_Azrq~,T,"[4.0, 4.0, 2.0, 2.0, 2.0, 4.0, 2.0, 3.0, 4.0]"
H?`zvb~,T,"[4.0, 2.0, 2.0, 2.0, 4.0, 3.0, 2.0, 4.0, 7.0]"
HIR@|u{,F,NA
H?`zrnw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0]"
H?Pt|zw,F,NA
HIO|uM|,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H?\s^d},T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 4.0]"
H?Q|vp},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
H?`zvru,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?\s^fr,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0]"
HIO}H}z,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HIR@|yz,T,"[3.0, 3.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 4.0]"
H?`zrnx,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 2.0]"
H?\s^f},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
HIO}Lu~,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?\s^d~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 4.0]"
H?Q|vp~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
H?`zvrv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?\s^f~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 5.0]"
H?`zrvs,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
H?\zc^r,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
H?\sZlz,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 3.0]"
H?`zrvt,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
H?]Jjlv,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0]"
HIR@x}z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
