graph6 string,levelable,minimized solution
F?bF_,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F?bFO,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F?bDo,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
F?bBo,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
F?bFG,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F?bDg,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F?bEW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F?bFo,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
F?bFg,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
F?bFW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
F?bFw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
F?`e?,F,NA
F?`b?,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
F?`c_,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
F?`cO,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
F?`f?,F,NA
F?`e_,F,NA
F?`b_,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
F?`eO,F,NA
F?`co,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F?`eG,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
F?`bG,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F?`cg,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
F?`ag,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F?`cW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
F?`f_,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
F?`fO,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
F?`eo,F,NA
F?`fG,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F?`eg,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F?`bg,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
F?`eW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F?`cw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F?`fo,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F?`fg,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
F?`fW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
F?`ew,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
F?`fw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
F?aJ_,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
F?aKW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
F?aN_,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
F?aNO,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F?aMW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F?aNo,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
F?aNW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
F?aNw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
F?bbO,T,"[3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F?bao,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F?bf_,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
F?bfO,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
F?beo,F,NA
F?bbo,T,"[3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
F?bfG,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F?beg,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F?beW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F?bbW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F?bcw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F?baw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F?bfo,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F?bfg,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
F?bfW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
F?bew,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
F?bbw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
F?bfw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
F?`v?,F,NA
F?`r_,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F?`uO,F,NA
F?`v_,F,NA
F?`vO,F,NA
F?`vG,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0]"
F?`rg,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
F?`uW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0]"
F?`vo,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0]"
F?`vg,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
F?`vW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
F?`vw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0]"
F?bN_,F,NA
F?bNO,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
F?bLo,F,NA
F?bMW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F?bLW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F?bNo,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F?bNg,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
F?bNW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
F?bLw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0]"
F?bNw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0]"
F?bv_,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
F?bvO,F,NA
F?bro,T,"[4.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
F?bvo,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0]"
F?bvg,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
F?bvW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
F?brw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
F?bvw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0]"
F?bnO,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
F?bmo,F,NA
F?bno,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0]"
F?bnW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
F?bmw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
F?bnw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0]"
F?b~o,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0]"
F?b~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 5.0]"
F?rF?,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
F?rEO,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
F?rF_,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F?rFO,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F?rDo,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
F?rEW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F?rFo,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
F?rFW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
F?rFw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
F?qb?,F,NA
F?qf?,F,NA
F?qb_,F,NA
F?qdO,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
F?qbO,F,NA
F?q`o,F,NA
F?qcW,F,NA
F?qaW,F,NA
F?q_w,F,NA
F?qf_,F,NA
F?qfO,F,NA
F?qeo,F,NA
F?qdo,F,NA
F?qbo,F,NA
F?qeW,F,NA
F?qbW,F,NA
F?qcw,F,NA
F?qaw,F,NA
F?qfo,F,NA
F?qfW,F,NA
F?qew,F,NA
F?qbw,F,NA
F?qfw,F,NA
F?ou?,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
F?ov?,F,NA
F?ouO,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F?otO,F,NA
F?opo,F,NA
F?osW,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
F?ov_,F,NA
F?ovO,F,NA
F?oto,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
F?ouW,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F?otW,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F?ovo,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F?ovW,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
F?ovw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
F?rf?,T,"[2.0, 2.0, 3.0, 2.0, 3.0, 2.0, 2.0]"
F?re_,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
F?reO,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
F?rf_,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
F?rfO,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
F?reo,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
F?rdo,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
F?rfG,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
F?reg,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
F?rfo,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
F?rfg,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
F?rfW,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
F?rew,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
F?rdw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
F?rfw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0]"
F?qr_,F,NA
F?qrO,F,NA
F?qpo,T,"[3.0, 2.0, 2.0, 2.0, 4.0, 3.0, 3.0]"
F?qv_,F,NA
F?qvO,F,NA
F?qto,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
F?qro,F,NA
F?qvG,F,NA
F?qtg,F,NA
F?qrg,F,NA
F?quW,F,NA
F?qvo,F,NA
F?qvg,F,NA
F?qvW,F,NA
F?qtw,F,NA
F?qrw,F,NA
F?qvw,F,NA
F?rN_,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F?rNO,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
F?rMW,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F?rNo,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F?rNW,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
F?rLw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
F?rNw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
F?qn_,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F?qnO,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
F?qmo,F,NA
F?qlo,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
F?qjo,F,NA
F?qmW,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F?qjW,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F?qkw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F?qno,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F?qnW,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
F?qmw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
F?qjw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
F?qnw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
F?o~_,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F?o~O,F,NA
F?o|o,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
F?o}W,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F?o|W,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F?o~o,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F?o~W,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
F?o~w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
F?rv_,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
F?rvo,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F?rvg,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F?rvw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
F?rn_,F,NA
F?rno,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 2.0]"
F?rng,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0]"
F?rnW,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
F?rmw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
F?rnw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 5.0]"
F?q~_,T,"[2.0, 3.0, 2.0, 2.0, 4.0, 4.0, 3.0]"
F?q~o,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 2.0]"
F?q~g,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0]"
F?q~W,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
F?q|w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
F?qzw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
F?q~w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 5.0]"
F?r~o,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 2.0]"
F?r~w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 5.0, 5.0]"
F?zf?,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
F?zf_,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
F?zfO,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
F?zeW,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
F?zcw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
F?zfo,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
F?zfW,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
F?zew,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
F?zfw,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0]"
F?zV_,F,NA
F?zVO,F,NA
F?zUo,T,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 3.0]"
F?zTo,F,NA
F?zUW,F,NA
F?zTW,F,NA
F?zPw,F,NA
F?zVo,F,NA
F?zVW,F,NA
F?zTw,F,NA
F?zVw,F,NA
F?zv_,T,"[2.0, 2.0, 2.0, 3.0, 4.0, 2.0, 2.0]"
F?zvO,T,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0]"
F?zuo,T,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0]"
F?zvo,T,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0]"
F?zvg,T,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0]"
F?zvw,T,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 5.0]"
F?zno,T,"[2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0]"
F?znW,T,"[2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
F?zmw,T,"[2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
F?znw,T,"[2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 5.0]"
F?z^o,T,"[2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0]"
F?z\w,T,"[2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
F?z^w,T,"[2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 5.0]"
F?z~w,T,"[2.0, 2.0, 2.0, 2.0, 4.0, 5.0, 5.0]"
F?~v_,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
F?~vo,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0]"
F?~vW,T,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0]"
F?~vw,T,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 5.0]"
F?~~w,T,"[2.0, 2.0, 2.0, 2.0, 5.0, 5.0, 5.0]"
FCOe?,F,NA
FCOc_,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FCOf?,F,NA
FCOe_,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FCOf_,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FCOeo,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FCOfo,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FCOfw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
FCQb?,F,NA
FCQ`_,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FCQaO,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FCQf?,F,NA
FCQe_,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FCQd_,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FCQb_,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FCQeO,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FCQbO,F,NA
FCQeG,F,NA
FCQf_,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FCQfO,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FCQeo,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FCQbo,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
