graph6string,levelable,minimized solution
H??xp~^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
H??xp~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 6.0]"
H??xq~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
H??xq}],F,NA
H??yyyj,F,NA
H??xq~y,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 4.0, 2.0, 4.0, 4.0]"
H??xs|},F,NA
H??yyyz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 3.0, 2.0]"
H??xr^],F,NA
H??xq~x,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
H??xq}z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
H??xq}^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H??xr]^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H??xq~},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
H??xq~z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H??xq}~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
H??xq~^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
H??xq~n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
H??xq~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 6.0]"
H??xu^w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
H??xxzJ,F,NA
H?@jS}],T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0]"
H??}Xvx,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 4.0, 4.0, 2.0, 4.0]"
H??xu\},F,NA
H?BHxzZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 2.0, 2.0]"
H??xvN],F,NA
H??xu^x,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
H?KHjnN,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 4.0]"
H??xu^Z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 5.0]"
H??xuvf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0, 4.0]"
H??xu[~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H??xq~N,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H??xq~f,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H??xu^N,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H??xu^V,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H??xu^},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
H??xu^z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H??xu\~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
H??xu^^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
H??xu^v,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 5.0]"
H??xu^~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 6.0]"
H@G_}~],T,"[2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
H?Kpe~m,F,NA
H@G_z~],F,NA
H@G_}~},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0, 2.0]"
H@G_}~^,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
H?Kpe~n,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0]"
H@G_z~^,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 5.0, 4.0]"
H@G_}~~,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 4.0, 6.0]"
H??xr}},F,NA
H??xr~},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 2.0]"
H??xr}~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 5.0]"
H??xr~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 6.0]"
H??xu~y,T,"[2.0, 2.0, 4.0, 2.0, 2.0, 5.0, 2.0, 5.0, 4.0]"
H??xr~],F,NA
H??xu~],T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0]"
H??xu~m,F,NA
H??xu~},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 2.0]"
H??xu~z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 4.0]"
H??xr~^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 5.0]"
H??xu~^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 5.0]"
H??xu~n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 5.0]"
H??xu~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 6.0]"
H??xv~},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 2.0]"
H??xv~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 6.0, 6.0]"
H@H?wyb,F,NA
HAO_wyb,F,NA
H@HGpMR,F,NA
H?SoYeb,F,NA
H@GaozD,F,NA
H@GWqMF,F,NA
H?KHiMT,F,NA
H@G_{pF,F,NA
H?@Ypqb,F,NA
H?SHhiF,F,NA
H?@Xpqb,F,NA
H?@XprB,F,NA
H??xqMX,F,NA
H@H?wzb,F,NA
H@_WpLf,F,NA
HAGWqMf,F,NA
H@HOpNJ,F,NA
H@GWsLf,F,NA
H@GWqNF,F,NA
H?KoZFR,F,NA
H@CP[XN,F,NA
H@GXKdN,F,NA
H?SIhif,F,NA
H@G_yrF,F,NA
HACPXYN,F,NA
H?gp_\V,F,NA
H?KIiif,F,NA
H?@pprJ,F,NA
H??xspN,F,NA
H??xt`N,F,NA
H?@Ypqf,F,NA
H@OWpNf,F,NA
H@GWqNf,F,NA
H@ChSL^,F,NA
H@CQXZN,F,NA
H@GXIfN,F,NA
HCCPXXn,F,NA
H@CQYYn,F,NA
H?Wp_^V,F,NA
H??xsp^,F,NA
H??xtP^,F,NA
H?@Ypqn,F,NA
H??xrbN,F,NA
H@ChQN^,F,NA
HACPXZn,F,NA
H??xsp~,F,NA
H?@Ypq~,F,NA
H??xrR^,F,NA
H??xqr~,F,NA
HIOXPaF,F,NA
H?KIjIF,F,NA
H?@pqqJ,F,NA
H?@XraJ,F,NA
H??yrQF,F,NA
H?LR?^p,F,NA
H?T`_]r,F,NA
H?LOZEr,F,NA
HBWa?]V,F,NA
H?WHiiV,F,NA
H?KIjIV,F,NA
H?@hraZ,F,NA
H@GaYiZ,F,NA
H??yrQN,F,NA
H??yraN,F,NA
HIC`_^N,F,NA
H?SoZEv,F,NA
H@GaYi^,F,NA
HIO?xYv,F,NA
H??yrQ^,F,NA
H??yrQv,F,NA
HI?XQM~,F,NA
H??yrQ~,F,NA
H??yrRv,F,NA
H??yrR~,F,NA
H@Q?wxb,F,NA
HA_WpKf,F,NA
H@OWpMF,F,NA
H?MOYdb,F,NA
H?LOZER,F,NA
H?@[pr`,F,NA
H@?Wq]M,F,NA
H?SHHmU,F,NA
H?AXqpb,F,NA
H?KHImU,F,NA
H?@XrEX,F,NA
H??Hyy[,F,NA
H??`yy[,F,NA
H@Q?wzb,F,NA
H@_WqLf,F,NA
H@OWsLf,F,NA
H@O[Gvb,F,NA
HACP[Wn,F,NA
H?cHihf,F,NA
H@CQ[Wn,F,NA
H?KIkhf,F,NA
H??ysrb,F,NA
H??yso^,F,NA
H??yson,F,NA
H??yspf,F,NA
H@Q?wzf,F,NA
HCCPYXn,F,NA
H@CQ[Xn,F,NA
H@DKOnf,F,NA
H??yso~,F,NA
H??yspn,F,NA
H??ysrf,F,NA
H@CQ[Zn,F,NA
H??ysp~,F,NA
H??ysrn,F,NA
H??ysr~,F,NA
H??zbqM,F,NA
H@OWrNe,F,NA
HACPZYm,F,NA
H@GaYy],F,NA
HI?wqMj,F,NA
H??yrq],F,NA
H??zRq],F,NA
H?@xqrb,F,NA
H@PPXZZ,F,NA
H??yrq},F,NA
H?@ZRq},F,NA
H@OWrNf,F,NA
HACPZYn,F,NA
H@GaYy^,F,NA
HH?XIvN,F,NA
H??yrq^,F,NA
H??zRq^,F,NA
H??yrrf,F,NA
H??yrr},F,NA
HACPZZn,F,NA
H??yrq~,F,NA
H?LOZfn,F,NA
H??yrr~,F,NA
H@OhQmU,F,NA
H@CQX^K,F,NA
H@ChQ]U,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0, 2.0]"
H?CPyyk,F,NA
H??zIuw,F,NA
H??zJqY,F,NA
H?@[rMw,F,NA
H@OWtNe,F,NA
HACP\Xm,F,NA
HCCPZXm,F,NA
H@CS]Xm,F,NA
H?Wo\fU,F,NA
H@Ga[x],F,NA
H@Ga{X\,F,NA
H@CQ\ZM,F,NA
H@GcyZT,F,NA
H??yto},F,NA
H?@Xuo},F,NA
H??zTp],F,NA
H?@Zso|,F,NA
H??ztP\,F,NA
H?@[tpm,F,NA
H??|qrd,F,NA
H@OWrMf,F,NA
H@_WrLf,F,NA
H@OWtNF,F,NA
H?MOZfb,F,NA
HACPX]l,F,NA
H@CQX^L,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 2.0]"
H?WoYmr,F,NA
H?AXrrb,F,NA
H@GaW}\,F,NA
H@CQY]l,F,NA
H?KJImt,F,NA
H@Ga[zR,F,NA
H??za]x,F,NA
HACP\Zm,F,NA
H@Ga[z],F,NA
H??ytp},F,NA
H??zsp|,F,NA
H??{up},F,NA
H??zTr],F,NA
H@_WrNf,F,NA
HACP\Xn,F,NA
HCCPZXn,F,NA
H@_WuLn,F,NA
H?goZfV,F,NA
H@Ga[x^,F,NA
H@GcYx^,F,NA
H@_WrNN,F,NA
H?KLJjV,F,NA
H??{ro~,F,NA
H?@Xtp^,F,NA
H??zTp^,F,NA
H?@[ro~,F,NA
H??|Rp^,F,NA
H?@XtrN,F,NA
H??|brN,F,NA
H??ytr},F,NA
HCCPZZn,F,NA
H@GcYz^,F,NA
H??ytp~,F,NA
H??{rp~,F,NA
H?@[rq~,F,NA
H??|Rr^,F,NA
H??{rr~,F,NA
HBWaC]U,F,NA
HIO?x]s,F,NA
H@Gak^W,F,NA
H??pzZW,F,NA
H??ZZiw,F,NA
H??q{zg,F,NA
H?APzZW,F,NA
H?T_\fq,F,NA
HH?XMT],F,NA
H?co^Du,F,NA
H?KKnHu,F,NA
H?gJkht,F,NA
HIO?|im,F,NA
H??zUo},F,NA
H?@ZTo},F,NA
H??yv`m,F,NA
H?@[vO},F,NA
H?@]To},F,NA
H??|V`],F,NA
H?AyrQr,F,NA
H?T_Zer,F,NA
H?e_Zdr,F,NA
HBWaC]V,F,NA
H?SJHmt,F,NA
HIO?x]t,F,NA
HH?XMV],F,NA
H?@ZTp},F,NA
H??{vP},F,NA
H?A\Rp},F,NA
H??yvbm,F,NA
H?T_\fr,F,NA
HH?XMT^,F,NA
H?go]dv,F,NA
H?KLMhv,F,NA
H?cLJhv,F,NA
HIO?|Yv,F,NA
H??zUo~,F,NA
H?@ZTo~,F,NA
H??yvPv,F,NA
H??yvQ^,F,NA
H?WIli^,F,NA
H??|epn,F,NA
H?@ZTqv,F,NA
H?@ZTr},F,NA
HH?XMV^,F,NA
H?LO^D~,F,NA
H??|Up~,F,NA
H?A\Rp~,F,NA
H??yvRv,F,NA
H?LO^F~,F,NA
HACPX^k,F,NA
H?WoXnR,F,NA
H??x{px,F,NA
H?@Yxqx,F,NA
H??xzRX,F,NA
H??z`zJ,F,NA
HACPX]N,F,NA
H?KIimf,F,NA
HACPX^l,F,NA
H??xyrx,F,NA
H??{pxz,F,NA
H?@Xpv\,F,NA
H??zPzZ,F,NA
HACPX]n,F,NA
H@CQY]n,F,NA
H?WHhnV,F,NA
H?AXpt^,F,NA
H?Ahpt^,F,NA
H?@XpvN,F,NA
H?@Xpvf,F,NA
H??ypzz,F,NA
HACPX^n,F,NA
H?AXpt~,F,NA
H?@Xpv^,F,NA
H?@hpv^,F,NA
H?@Xpv~,F,NA
H@ChQ^U,F,NA
H@ChQ]V,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0, 2.0]"
H?@Xyqx,F,NA
H??xsxy,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
H??xrZY,F,NA
H??xqyZ,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0]"
H??xrYZ,F,NA
H?KJHnT,F,NA
H??z`vL,F,NA
H@ChQ^V,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0, 3.0]"
H??xqzy,F,NA
H?@Ypu|,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 5.0]"
H??xqu|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0]"
H??xqvl,F,NA
H@GaW~\,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 2.0]"
H@CQX^N,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 5.0]"
H@CQX]n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 4.0]"
H?KHjNV,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 5.0]"
H??ypv\,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 2.0]"
H??{pt|,F,NA
H??zPv\,F,NA
H??xst^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H?@Ypun,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H??ypun,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 4.0]"
H??xrfN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H??xqv|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H@CPY^n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 5.0]"
H??ypv|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 3.0]"
H?@Ypu~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 5.0]"
H??xst~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 5.0]"
H?KHjN^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 5.0]"
H??xqv~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 6.0]"
HI?XYMx,F,NA
H??yzQx,F,NA
H??yrU{,F,NA
H??yrVs,F,NA
H?KIjMV,F,NA
H@GaYmZ,F,NA
HH?XI^Z,F,NA
H?@ZXrx,F,NA
H?@ipu|,F,NA
H??zQu|,F,NA
H??zQyz,F,NA
H?@XrVt,F,NA
H?SHjMv,F,NA
H?KIjMv,F,NA
HIO?x]v,F,NA
H??zQu^,F,NA
H?WHim^,F,NA
H?@Xren,F,NA
H??yrUv,F,NA
H?SoZNz,F,NA
