graph6string,levelable,minimized solution
H?[jjiV,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 4.0]"
HJP@xyN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
HBCZZYN,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0, 2.0, 4.0]"
H?Dzrqf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HBX_w~f,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HIOxq]v,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
HBCZZYn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?Hzrq^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HG@zrq^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?Dzrq^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HBCZZZn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?Pzrq~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?Dzrq~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?Dzrr~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
H?kZJlu,F,NA
H?[ZLmu,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H?kZjjF,F,NA
H@AzrrJ,F,NA
HDCXZ\m,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HDCYZ\m,F,NA
HBCY\]m,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H?\o|fb,F,NA
H?[ZJmu,F,NA
H?[\Llu,F,NA
H?[ZlNT,F,NA
H@@ztrJ,F,NA
HBCXZ]m,F,NA
HBCYZ]m,F,NA
HBC[\\m,F,NA
H?Cjzy{,F,NA
H?Dbzy{,F,NA
H?Dd|x{,F,NA
H?DztNX,F,NA
H?CZzy{,F,NA
HBgWzNf,F,NA
H?kjjjV,F,NA
HDCZZXn,F,NA
HBC\\Xn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0]"
HDCZZZN,F,NA
HBWW|Nf,F,NA
H?[Zljf,F,NA
HBCZ\Xn,F,NA
HDC\ZXn,F,NA
HBCZ]Yn,F,NA
H?Hztp^,F,NA
H?I|rp^,F,NA
H?Dzuqn,F,NA
H@@ztrN,F,NA
H?Dzto~,F,NA
H?Dzuo~,F,NA
H?E|rp^,F,NA
HDCZZZn,F,NA
HBCZ\Zn,F,NA
H?Hztr^,F,NA
H?Dztp~,F,NA
H?E|rp~,F,NA
H?Dzuq~,F,NA
H?Dztr~,F,NA
HG@zvq],T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
HBCZ^Zm,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H?Pzvq},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
H?Dzvp},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
H?Dzvq},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
HBWW~Nf,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HBWWz^f,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H?Dzvr},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
HBWW~Nn,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?\o~fn,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 4.0]"
H?Dzvp~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
H?Dzvq~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
H?Dzvr~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 5.0]"
H?Dzzrx,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
H?Dzrv|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HBCZZ^n,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?[Zjnn,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 4.0]"
H?Dzru~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
H?Dzrv~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 5.0]"
H?Dzvv{,F,NA
H?Dzvv},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 2.0]"
HBCZ^^n,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
H?Dzvv|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 4.0]"
H?Dzr~z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
H?Dzvv~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 5.0]"
H?Dzzzj,F,NA
H?Dzt~m,F,NA
H?Dzv^},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0]"
H?[Znnn,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 4.0]"
H?Pzt}~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H?Dzr~n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
HG@zt~^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H?Dzv^~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
H?Dzzyz,F,NA
H?Dzzzz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 3.0, 2.0]"
H?Dzr~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
H?Dzt}},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0]"
H?Dzt~},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0]"
H?Dzt~z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
H?Dzt~n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H?Dzr}~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H?Dzt}~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H?Dzt~^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H?Dzt~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
H?Dzv~},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0]"
H?Dzv~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 5.0]"
HDW]JMZ,F,NA
H?nPZdr,F,NA
H?^_zer,F,NA
HFWLMK^,F,NA
H@A}rrh,F,NA
H?lHjnU,F,NA
H?^V@mN,F,NA
H@B]Ruy,F,NA
H?shjmu,F,NA
H?wYjmu,F,NA
H@Bjqux,F,NA
HF?\]Xj,F,NA
H?]ozfb,F,NA
H@@|urh,F,NA
H?kijnU,F,NA
H?\Hmmu,F,NA
H?]vClN,F,NA
H?H}dvY,F,NA
H?[hlnU,F,NA
H?kYjne,F,NA
H@Azqvh,F,NA
H?[Ylne,F,NA
H@@ytvi,F,NA
HBC^TNL,F,NA
H?HJ|z[,F,NA
H?HR}y{,F,NA
H?FFZy{,F,NA
H?CZ|zk,F,NA
H?Cj|zs,F,NA
H?DR|zk,F,NA
H?^_|fr,F,NA
HBEmSln,F,NA
H?wZlhv,F,NA
HF@lO~N,F,NA
H@BjtrZ,F,NA
H?]o~Fr,F,NA
HBFLPnN,F,NA
H?kZnHv,F,NA
H?[\nHv,F,NA
HBFeO}n,F,NA
H@AzvRZ,F,NA
H?P}to~,F,NA
H?xt_~N,F,NA
H@BZtrN,F,NA
H?D|vO~,F,NA
H?D}vO~,F,NA
H@@|vP^,F,NA
H?FrtrN,F,NA
H?sjljv,F,NA
H?[\nJv,F,NA
H?`|up~,F,NA
H?H|up~,F,NA
H?E}vP~,F,NA
H@@|vR^,F,NA
H?D|vR~,F,NA
H?kZJnU,F,NA
H?[ZLnU,F,NA
HBC^D^M,F,NA
HECXZ]m,F,NA
HBCX\^M,F,NA
H?Cj|z[,F,NA
H?Db|z[,F,NA
H?CZ|z[,F,NA
HBj?w~f,F,NA
HBEmO~f,F,NA
HDCZ]Xn,F,NA
HBC\]Xn,F,NA
H?D|upn,F,NA
H?D|urf,F,NA
H?D|uo~,F,NA
HBC\]Zn,F,NA
H?D|urn,F,NA
H?D|up~,F,NA
H?D|ur~,F,NA
H?D|vNw,F,NA
HBC\^Zm,F,NA
H?H|vr],F,NA
H?D|vp},F,NA
H?E}vp},F,NA
HBgW~Nf,F,NA
HDCZZ^l,F,NA
HBC\Z^l,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0]"
HBoW~Mn,F,NA
H?]o}^r,F,NA
H?D|p~x,F,NA
H?D}p~x,F,NA
H?D|vr},F,NA
HBC\^Zn,F,NA
H?H|vr^,F,NA
H?D|vp~,F,NA
H?E}vp~,F,NA
H?D|vr~,F,NA
H?k^Jnt,F,NA
H?EzvZy,F,NA
H?azut|,F,NA
H?E~Rxz,F,NA
H?H}ryz,F,NA
H?xo|vV,F,NA
H@@}tvl,F,NA
H?[\njf,F,NA
H?[mmmv,F,NA
H?[Zlnf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H@@|uvj,F,NA
H?H|uzZ,F,NA
H?H|rv\,F,NA
H?H|rzZ,F,NA
H?lo~NZ,F,NA
H@@|vZZ,F,NA
H?I}rv|,F,NA
H?kZnNv,F,NA
H?Izuv|,F,NA
H?I}rv^,F,NA
H?EzvT~,F,NA
H?D|vT~,F,NA
H?[^Mm~,F,NA
H@@|vV^,F,NA
H?D~Tv~,F,NA
H?Dz|rx,F,NA
H?D|ryz,F,NA
H?D|rzZ,F,NA
H?kZjnf,F,NA
HDCZZ\n,F,NA
HBC\\\n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 3.0]"
HDCZZ^N,F,NA
H?Dz\uz,F,NA
H@AzrvN,F,NA
H?D|rzz,F,NA
HDCZZ^n,F,NA
H?Ezrvn,F,NA
H?Ezrt~,F,NA
H?Ezru~,F,NA
H?FZru~,F,NA
H?Ezrv~,F,NA
HBCZ\^l,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 2.0]"
H?Dztzy,F,NA
H?Dztvl,F,NA
H?E|rt|,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0]"
H?Dzru|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
H?DztzZ,F,NA
HBCZZ]n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
H?D|ru|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
H?D|rxz,F,NA
H?D|rv\,F,NA
H?Dztv|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0]"
HBCZ\^n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H?D|rv|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 2.0]"
H?Dztvn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H?E|rt~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H?Dztt~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H?Dzuu~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H?Dztv~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 5.0]"
H?E}zrx,F,NA
H?E}rxz,F,NA
HBC^L^N,F,NA
HBCZ\^N,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H?Dz\vZ,F,NA
H?D~LvZ,F,NA
H?E}rv|,F,NA
HBC\]^n,F,NA
H?[\mnn,F,NA
H?Ezut~,F,NA
H?D|ut~,F,NA
HBC\]^~,F,NA
H?D|vzy,F,NA
H?Ezvv},F,NA
HBC\^^n,F,NA
H?D|vzz,F,NA
H?Ezr~z,F,NA
H?D|r~z,F,NA
HBC\^^^,F,NA
H?Ezvv~,F,NA
H?Dz|vl,F,NA
H?D|}zj,F,NA
H?D|v^},F,NA
H?Ezv^z,F,NA
H?H|u~^,F,NA
H?D|r~n,F,NA
H?D|v^^,F,NA
H@@|u~n,F,NA
H?D|v^~,F,NA
H?Dz|u|,F,NA
H?Dz|zz,F,NA
H?D|r|~,F,NA
H?D|r}~,F,NA
H?D|r~^,F,NA
H?D|r~~,F,NA
H?Dz|zZ,F,NA
H?Dzt~],F,NA
H?E}r~},F,NA
H?E}r|~,F,NA
H?D|u~~,F,NA
H?D|v~},F,NA
H?D|v~~,F,NA
H?D~vr{,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 4.0]"
HBC^^Zl,T,"[3.0, 2.0, 2.0, 4.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HBC^^Zf,F,NA
HBCZ^^m,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HBC\^^m,F,NA
H?[Z^nu,T,"[3.0, 2.0, 2.0, 2.0, 4.0, 2.0, 3.0, 2.0, 2.0]"
H?D|^vy,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 2.0]"
HG@~vq^,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 5.0]"
H?Dx~vy,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 2.0, 2.0]"
HBC^^Y^,T,"[3.0, 2.0, 2.0, 4.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H?D~vr|,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 5.0]"
HBC^^Zn,T,"[3.0, 2.0, 2.0, 4.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?[^njn,T,"[3.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 2.0, 5.0]"
H?D~vp~,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 4.0]"
H?E~vp~,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 5.0]"
H?D~vr~,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 6.0]"
H?D~~rx,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 2.0]"
H?Dz~v{,T,"[4.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0]"
H?D|~zy,F,NA
H?D~~r|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 2.0]"
H?Fzvvz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
H?D~vzz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 2.0]"
H?D~vz~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 5.0]"
HBC^^^n,T,"[2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H?D~vv~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 5.0]"
H?D~v~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 5.0, 5.0]"
H?D~rzx,F,NA
H?Fzrtz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
H?Fzruz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
H?Dz~rx,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 2.0]"
H?[Z~jf,F,NA
H?Dzzvx,F,NA
H?Dz|vx,F,NA
H?Djz~{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0, 2.0]"
H?Dz|^x,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 3.0, 2.0]"
HG@z~q^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 4.0]"
H?Czz~{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0, 2.0]"
H?Dz{~x,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 3.0, 2.0]"
H?Fzrvz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
H?Dz~rz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 2.0]"
H?Dz~rn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 4.0]"
H?Dz~p~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 4.0]"
H?Dz~q~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 4.0]"
H?Dz~r~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 5.0]"
H?D~r~|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 4.0]"
H?Dz~vz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 2.0]"
H?Dz~v|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 2.0]"
H?Dz~v~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 5.0]"
H?Dzz~z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 2.0]"
H?Dzz}~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0]"
H?Dzz~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 5.0]"
H?Ezz~z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 2.0]"
H?Dz|~z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 2.0]"
H?Dz|}~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0]"
H?Dz|~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 5.0]"
H?Dz~~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 5.0, 5.0]"
H?E~rzx,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 4.0, 2.0, 5.0, 2.0]"
HFCZ\^N,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
H?D|~rx,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 2.0]"
H?D|~Vx,F,NA
H?Ezr~y,F,NA
H?Dzt~y,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 3.0]"
HBC^\^\,F,NA
H?Dj|~{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0, 2.0]"
H?Dl}~{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0, 2.0]"
H?D|~Nx,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 2.0]"
H?Cz|~{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0, 2.0]"
H?DZ|~{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0, 2.0]"
H?Fztvz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
H?Ez~rz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 2.0]"
H?D|~rn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 4.0]"
H?D|~p~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 4.0]"
H?Fztv^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
H?D|~r~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 5.0]"
H?Fzvu~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
H?D|~vz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 2.0]"
H?D|~zz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 2.0]"
H?D~t~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 5.0]"
H?D~t~^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 4.0]"
H?Dz|~^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0]"
H?D|}~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 5.0]"
H?D|~~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 5.0, 5.0]"
H?Fz~vz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 2.0]"
H?D~v~},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 2.0]"
H?Dz~~},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 2.0]"
H?D|~~},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 2.0]"
H?D~~z~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 5.0]"
H?D~~~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 4.0, 5.0, 5.0, 5.0]"
H?pr`qF,T,"[2.0, 4.0, 2.0, 2.0, 4.0, 3.0, 2.0, 3.0, 2.0]"
HC?ZZXw,F,NA
HIop_]F,F,NA
HI_xaUF,T,"[2.0, 3.0, 2.0, 2.0, 4.0, 3.0, 2.0, 4.0, 2.0]"
H?@jrq[,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0, 2.0, 5.0]"
