graph6string,levelable,minimized solution
H?WPaMN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HG?XaUN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HGGQ_]N,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HGGOqMN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HGCPQMN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HI?GpMN,F,NA
H@CaQYv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?KaaYv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H@@J?u|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@HQ?]z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
HGHHaa^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@HQ?un,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?S_jE^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?SaHe^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HGCPQM^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
HAO_Xe^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?D`aU^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HGC_Ye^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
HGS__^v,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@H?Ye~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@@GrE~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@P?pM~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@P?pN~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
H??jQqS,F,NA
H_@Xd?J,F,NA
Ho?qOWR,F,NA
H@@GZQQ,F,NA
HB?HYQD,F,NA
H@@IpQD,F,NA
H@?IXZO,F,NA
H@@GxR@,F,NA
H@@IPYQ,F,NA
H??iYqo,F,NA
H@?GzRC,F,NA
H_?zC_J,F,NA
H?XS`EL,F,NA
H?SbCg],F,NA
H_U__Kj,F,NA
HoO_gS\,F,NA
H_U?`Km,F,NA
H?SqDC],F,NA
H_]?_Kf,F,NA
H_MAOgf,F,NA
H_Y?gof,F,NA
HGCQTG],F,NA
HGCqCS],F,NA
H@SaCK],F,NA
HoS_OKV,F,NA
H?DRDO],F,NA
H?xP?eF,F,NA
H_Ss?Kj,F,NA
H?Oid_],F,NA
HG?qSo],F,NA
H?CqV?],F,NA
HIC_G]J,F,NA
HGL?_]F,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
Ha_OPKf,F,NA
H?MIe?v,F,NA
H?aQbO},F,NA
H@HQCS},F,NA
HGCTIQ\,F,NA
HKCIHaN,F,NA
H@QIc_n,F,NA
H?DLe?|,F,NA
H@@JCo},F,NA
H?`Kb_},F,NA
HKCPQIN,F,NA
H@GQUG},F,NA
H?DSV?},F,NA
H?L_eEN,F,NA
H?SbCg^,F,NA
HOKOMDN,F,NA
HSC_ITN,F,NA
HGL?cMN,F,NA
H?SqDC^,F,NA
HOC_]`N,F,NA
HGH?kqN,F,NA
HOCPMPN,F,NA
HGCQTG^,F,NA
HGCqCS^,F,NA
H@SaCK^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0]"
HcC?ZGn,F,NA
H?DRDO^,F,NA
H?L?nAN,F,NA
HGL?KeN,F,NA
H?Oid_^,F,NA
HG?qSo^,F,NA
H?CqV?^,F,NA
H@HSSHz,F,NA
H@@kcPz,F,NA
H@GSMP},F,NA
HHOOSL},F,NA
H?dE@g~,F,NA
H?USBC~,F,NA
H@HQCS~,F,NA
HGCQTI^,F,NA
HGCqCU^,F,NA
HAdC@K~,F,NA
H?EUBO~,F,NA
H@@JCo~,F,NA
H?QKb_~,F,NA
HG?qSq^,F,NA
H@GQUG~,F,NA
H?DSV?~,F,NA
HHOOSN},F,NA
H@ISAT~,F,NA
H@ALAp~,F,NA
H@GSUH~,F,NA
HHOOSL~,F,NA
HHOOSN~,F,NA
H?CyQab,F,NA
HGH?g]X,F,NA
H?CpQiJ,F,NA
H@?XT`M,F,NA
H?DPiQh,F,NA
H?DI`qf,F,NA
H?K_kdN,F,NA
H@GQG^J,F,NA
HACIHMj,F,NA
H?Sq?mj,F,NA
H@GGiMx,F,NA
H?DQPUt,F,NA
H@?XRbM,F,NA
H?K_kLZ,F,NA
H?CpSTV,F,NA
H@CcO\t,F,NA
H?KQHNJ,F,NA
H?T@Gmx,F,NA
H?CqPVT,F,NA
H@CHKLN,F,NA
H@I?WlZ,F,NA
HI?PG]N,F,NA
HGGQG]Z,F,NA
H?KPKLN,F,NA
H?M?hLZ,F,NA
H?L?hNJ,F,NA
H?T?hen,F,NA
H@GGiNx,F,NA
H@C_[Tv,F,NA
H?T?hMz,F,NA
H?DQPUv,F,NA
H@CaO^t,F,NA
H@GGkL^,F,NA
HAD@G]n,F,NA
HAO_Wmz,F,NA
H?KPKL^,F,NA
H@I?Wlz,F,NA
H?KPINN,F,NA
H?S_iMz,F,NA
H@C_YVv,F,NA
H@GGiN^,F,NA
H@GGkL~,F,NA
H?SQHM~,F,NA
H@H?Wnz,F,NA
H@GGiN~,F,NA
H?DY`Qb,F,NA
HGCaG]X,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H@KPKPF,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HGCPG^H,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HGCGiqe,F,NA
H?DPPrF,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?M?hdN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HGCaG]Z,F,NA
H?TP?mj,F,NA
HGCHGnJ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H@CcOxf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?LQ?mj,F,NA
H@KPIRF,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
HGCQO]t,F,NA
H@I?o\V,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H@Ck?\r,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HGCOXUV,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HGCPG^J,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HGCGhNX,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?IOpdN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HGCHIMZ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HGC_g^J,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H@OGhMN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCGOXLN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H@OPG^F,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HGC_WmZ,F,NA
H?S_ien,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H@CaOzf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@I?o\v,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HAH?g]z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@Ci?^r,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
HGCOYUv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H?L?ien,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H@_GhL^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HGCaG]^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
HGC_g^N,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H@AGpTv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HGD?Wmz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
HGCGhM^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@H?o^v,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
HAGOYM~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@@GpVv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@_PG\~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
HGCGiM~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@OPG^~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0]"
H?aQ`\w,F,NA
H?CXiUd,F,NA
H?DU@]w,F,NA
H@GSQxe,F,NA
H@GQQye,F,NA
H?DSRek,F,NA
H?D`c^M,F,NA
H?Oikgz,F,NA
H?PPc[},F,NA
HOB?xXZ,F,NA
H@GKqNT,F,NA
H@OKpNT,F,NA
H?Cq]Gz,F,NA
H?DRC[},F,NA
H?DTKXj,F,NA
H@?ZCvM,F,NA
HB?KpNL,F,NA
H@?kiS|,F,NA
H?OZKc|,F,NA
H?Ka[dt,F,NA
H@AGrLy,F,NA
H?OXeK},F,NA
H@CaLT],F,NA
H@@GtLy,F,NA
H?GZKfX,F,NA
H@OLOnT,F,NA
H?Kca^s,F,NA
H?CtA\N,F,NA
H?D`a]N,F,NA
HO?XULV,F,NA
H?KREMN,F,NA
H?WPeMN,F,NA
H?HPc[^,F,NA
H?TC`[v,F,NA
H?IPatN,F,NA
HG?go~F,F,NA
H?T@`mN,F,NA
H?S`amN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCCHMTf,F,NA
HOCHMTV,F,NA
H?aQ`\x,F,NA
H?D`c[^,F,NA
H?E`QtV,F,NA
H?DaP]V,F,NA
H?DR@uN,F,NA
H?D`QuV,F,NA
H?S_lVF,F,NA
H?DU@]x,F,NA
H@CaG}j,F,NA
H@@Gpuf,F,NA
H@GSQxf,F,NA
H?DPP^R,F,NA
H?L?hnJ,F,NA
H@GQQyf,F,NA
H?DSRel,F,NA
H@AHQn],F,NA
H?F@iU|,F,NA
H@?ZKT|,F,NA
H@?YTL},F,NA
H?HcgzZ,F,NA
H@CciVl,F,NA
H@@GtNy,F,NA
H?D`c^N,F,NA
H@?kQl^,F,NA
H@@HSl^,F,NA
HO?XUL^,F,NA
H@GIKvV,F,NA
H@OHKvV,F,NA
H?ClAl^,F,NA
H?Dac[~,F,NA
H?DaSmn,F,NA
H@?ZCvN,F,NA
HB?HKvN,F,NA
H@?[RK~,F,NA
H@?[RL^,F,NA
H@GSItn,F,NA
H@AGrLz,F,NA
H@@GtL^,F,NA
H@GQKtn,F,NA
H@@GtLz,F,NA
H@?YTNZ,F,NA
H@OGlVV,F,NA
H?Kca^t,F,NA
H@?kiV|,F,NA
H@@HSn^,F,NA
H?Dac]~,F,NA
H@?[RL~,F,NA
H@?YTL~,F,NA
H@@GtN^,F,NA
H@GQKvn,F,NA
H@AGrNz,F,NA
H@?[RN~,F,NA
H?GYjIZ,F,NA
H?HIhiZ,F,NA
HG?YhU\,F,NA
H?X?xet,F,NA
H@D?zEl,F,NA
H?DPZIZ,F,NA
H?HHie\,F,NA
H@@_yUx,F,NA
H@@GzEx,F,NA
H?GYbM],F,NA
H@CaiUl,F,NA
H@@GrMy,F,NA
H@@_rU],F,NA
H@H?Ze],F,NA
HAWP?~e,F,NA
H?OXjIz,F,NA
H@?iiYz,F,NA
H@?iiU|,F,NA
H?OorM},F,NA
HHO@Wn\,F,NA
H@PBOm|,F,NA
H?Ha_}^,F,NA
H@@HQm^,F,NA
HG?gqm^,F,NA
H?X@_}v,F,NA
H@HAPm^,F,NA
H?Da`]^,F,NA
H@@QP]^,F,NA
H@@aO}z,F,NA
H?HQPmz,F,NA
H@@GrM^,F,NA
H@GQIun,F,NA
H@@GrMz,F,NA
H@@_rU^,F,NA
H@H?Ze^,F,NA
HAWP?~f,F,NA
HG@Op^},F,NA
H?Or?}~,F,NA
H@@QP]~,F,NA
H@?YRM~,F,NA
H?OorM~,F,NA
HIG?Xn^,F,NA
HGD?Ze~,F,NA
HG?gqn~,F,NA
H_?hiiJ,F,NA
H@@HWvD,F,NA
HGCHc^S,F,NA
H?CYZIb,F,NA
H?_iXdT,F,NA
H?QK`lw,F,NA
H?OWxib,F,NA
H?DSRYq,F,NA
H?Kaa]s,F,NA
H_A_xT\,F,NA
HO@OxZJ,F,NA
HG?Yc[},F,NA
HO?oq\],F,NA
HOGIonT,F,NA
H_?XiUx,F,NA
H?DdKXZ,F,NA
H?HIck},F,NA
H?`Hic|,F,NA
H?HHcvU,F,NA
HAGHc^U,F,NA
H?GYeK},F,NA
H?_YbK},F,NA
H?G]Kdx,F,NA
HAGLOnT,F,NA
H?OotK},F,NA
H@@_tT],F,NA
H@H?\d],F,NA
H@A_rT],F,NA
H@I?Zd],F,NA
H@GSQze,F,NA
HG?oq]N,F,NA
HC?pQ\N,F,NA
HGK?mMN,F,NA
HOCHeLN,F,NA
HG?gq]V,F,NA
HOCHMLZ,F,NA
HG?Xc[^,F,NA
HG@OpuN,F,NA
HGCPI]Z,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HPC?Y\V,F,NA
HOCPItN,F,NA
HGCHc^T,F,NA
H?DaO}f,F,NA
H?S_mUf,F,NA
HA?pS[^,F,NA
H?HHamZ,F,NA
H?L@ImZ,F,NA
H?QK`lx,F,NA
H?DPQ]r,F,NA
H?S_hnJ,F,NA
H?DSRYr,F,NA
H@@_o}j,F,NA
H@H?W}r,F,NA
H?Kaa]t,F,NA
H_?qWyz,F,NA
H@@QS]},F,NA
H?JCgxz,F,NA
H?OotL},F,NA
H?_orL},F,NA
H@@_tV],F,NA
H@H?\f],F,NA
HO?oq^N,F,NA
HO?XQnN,F,NA
HG?gsl^,F,NA
HO?gql^,F,NA
HOGGivV,F,NA
HO?XQnZ,F,NA
H?DaTM^,F,NA
H@@QS[~,F,NA
H?_hal^,F,NA
H?OhcnZ,F,NA
HAGHc^V,F,NA
H@@GuK~,F,NA
H?_orL^,F,NA
H@?YUMz,F,NA
HAGGlVV,F,NA
H?_orK~,F,NA
H@@_tT^,F,NA
H@H?\d^,F,NA
H@A_rT^,F,NA
H@I?Zd^,F,NA
H@GSQzf,F,NA
H?OotN},F,NA
HO?gqn^,F,NA
H@@QS]~,F,NA
H@@GuM~,F,NA
H?OotL~,F,NA
H?_orL~,F,NA
H@A_rV^,F,NA
H@I?Zf^,F,NA
H?_orN~,F,NA
H?dE@wu,F,NA
H@HQ?}i,F,NA
HGCqCuM,F,NA
H@@J@u[,F,NA
HG?qSyY,F,NA
H@@J?}w,F,NA
H@WAKm],F,NA
H@?mcT\,F,NA
H?X@ck},F,NA
HO?m_t\,F,NA
HIGCg]\,F,NA
H@EcAtm,F,NA
H?GZEe],F,NA
H@@aSs},F,NA
H?Om`e\,F,NA
HG?icu],F,NA
H?Icat{,F,NA
H@GQMS},F,NA
H?G^Cd\,F,NA
H@?ieU],F,NA
H@GSUL{,F,NA
H@@_uS},F,NA
H?X?lc},F,NA
HIGOS\u,F,NA
H@WEGm\,F,NA
H@GKeXu,F,NA
H@ALBp],F,NA
H?P`_}Z,F,NA
HSC@I\N,F,NA
H?dE@wv,F,NA
HGO_g}Z,F,NA
H@HQ?}j,F,NA
HGCqCuN,F,NA
HG@PO}Z,F,NA
H@@J@u\,F,NA
HG?qSyZ,F,NA
H@@J?}x,F,NA
H?e@bL},F,NA
H@AasT|,F,NA
H@GQMU},F,NA
HIG?[l},F,NA
H@A_uT},F,NA
H?i?jd},F,NA
HIGOS^u,F,NA
HBGAK]^,F,NA
H@GIMe^,F,NA
H?X@ck~,F,NA
HOGGmd^,F,NA
HHO?[m^,F,NA
H@EcAtn,F,NA
H@?ZEU^,F,NA
H@@aSs~,F,NA
H?Ohee^,F,NA
HGGIcm^,F,NA
H?Icat|,F,NA
H@GQMS~,F,NA
H@?YVE^,F,NA
H@GIeM^,F,NA
H@GSUL|,F,NA
H@@_uS~,F,NA
H?X?lc~,F,NA
HIGOS\v,F,NA
HBG?]M^,F,NA
H@GKeXv,F,NA
H@ALBp^,F,NA
HIG?[n},F,NA
H?i@al~,F,NA
H@@aSu~,F,NA
H@GQMU~,F,NA
HIG?[l~,F,NA
H@A_uT~,F,NA
H?i?jd~,F,NA
