graph6 string,levelable,minimized solution
H?BfFjz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
H?BfFjv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
H?BfFjn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
H?BfFj^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
H?BfFj~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 6.0]"
H?BfEzw,T,"[2.0, 2.0, 4.0, 2.0, 2.0, 5.0, 2.0, 5.0, 3.0]"
H?BfEzq,F,NA
H?BfEzY,F,NA
H?BfEyy,F,NA
H?BfEz{,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 4.0, 2.0, 5.0, 2.0]"
H?BfEzy,F,NA
H?BfEzu,F,NA
H?BfEz],T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 2.0]"
H?BfEy},F,NA
H?BfEzx,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 3.0]"
H?BfEzt,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 4.0]"
H?BfEz\,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 5.0]"
H?BfEy|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 5.0]"
H?BfEzr,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 3.0]"
H?BfEzZ,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 3.0, 5.0, 5.0]"
H?BfEyz,F,NA
H?BfEzf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 4.0]"
H?BfEzV,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 4.0]"
H?BfEyv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 4.0]"
H?BfEz},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 2.0]"
H?BfEz|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 5.0]"
H?BfEzz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 4.0]"
H?BfEzv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 5.0]"
H?BfEz^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 5.0]"
H?BfEy~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 5.0]"
H?BfEz~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 6.0]"
H?BfFNe,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0]"
H?BfFN{,F,NA
H?BfFNu,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0]"
H?BfFN],F,NA
H?BfFNf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H?BfFN},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
H?BfFN|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H?BfFNv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
H?BfFN^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
H?BfFN~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 6.0]"
H?BfEnw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
H?BfEne,F,NA
H?BfEnU,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0]"
H?BfEnM,F,NA
H?BfEm],F,NA
H?BfEn{,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
H?BfEnu,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0]"
H?BfEnm,F,NA
H?BfEn],T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0]"
H?BfEm},F,NA
H?BfEnx,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
H?BfEnt,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0]"
H?BfEnl,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0]"
H?BfEnf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H?BfEnV,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H?BfEmv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H?BfEnN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H?BfEmn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H?BfEn},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
H?BfEn|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H?BfEnv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
H?BfEnn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
H?BfEn^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
H?BfEm~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
H?BfEn~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 6.0]"
H?BfC~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
H?BfC~e,F,NA
H?BfC}],T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0]"
H?BfC~{,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0]"
H?BfC~u,F,NA
H?BfC~],T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0]"
H?BfC|},F,NA
H?BfC~x,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
H?BfC~t,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0]"
H?BfC~\,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
H?BfC||,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
H?BfC~f,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H?BfC~V,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H?BfC|v,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H?BfC}^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H?BfC|^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 4.0]"
H?BfC~},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 3.0]"
H?BfC~|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H?BfC~v,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
H?BfC~^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
H?BfC|~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 5.0]"
H?BfC~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 6.0]"
H?BfFz{,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0]"
H?BfFzy,F,NA
H?BfFzu,F,NA
H?BfFz},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 2.0]"
H?BfFz|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0]"
H?BfFzz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 4.0]"
H?BfFzv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 5.0]"
H?BfFz~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 6.0]"
H?BfFnu,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0]"
H?BfFnm,F,NA
H?BfFn},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 2.0]"
H?BfFnv,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 5.0]"
H?BfFnn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 5.0]"
H?BfFn~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 6.0]"
H?BfE~{,T,"[2.0, 2.0, 4.0, 2.0, 2.0, 2.0, 5.0, 5.0, 4.0]"
H?BfE~u,F,NA
H?BfE~],T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0, 2.0]"
H?BfE}},F,NA
H?BfE~},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 2.0]"
H?BfE~|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 5.0, 4.0]"
H?BfE~v,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 5.0]"
H?BfE~^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 5.0]"
H?BfE}~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 5.0]"
H?BfE~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 6.0]"
H?BfF~},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 2.0]"
H?BfF~~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 6.0, 6.0]"
H?BefBo,F,NA
H?BefBg,F,NA
H?BefBW,F,NA
H?BefBc,F,NA
H?BefBS,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
H?BefAs,F,NA
H?BefAk,F,NA
H?BefA[,F,NA
H?Bef?{,F,NA
H?BefBQ,F,NA
H?BefBI,F,NA
H?BefBE,F,NA
H?BefAe,F,NA
H?BefAU,F,NA
H?Bef?u,F,NA
H?BefAM,F,NA
H?Bef?m,F,NA
H?Bef?],F,NA
H?BefBD,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
H?BefAd,F,NA
H?BefAT,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
H?Bef?t,F,NA
H?BefAL,F,NA
H?Bef?l,F,NA
H?Bef?\,F,NA
H?BefAF,F,NA
H?Bef?f,F,NA
H?Bef?V,F,NA
H?Bef?N,F,NA
H?BefBw,F,NA
H?BefBs,F,NA
H?BefBk,F,NA
H?BefB[,F,NA
H?BefA{,F,NA
H?BefBq,F,NA
H?BefBi,F,NA
H?BefBY,F,NA
H?BefAy,F,NA
H?BefBe,F,NA
H?BefBU,F,NA
H?BefAu,F,NA
H?BefBM,F,NA
H?BefAm,F,NA
H?BefA],F,NA
H?Bef?},F,NA
H?BefBd,F,NA
H?BefBT,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
H?BefAt,F,NA
H?BefBL,F,NA
H?BefAl,F,NA
H?BefA\,F,NA
H?Bef?|,F,NA
H?BefBF,F,NA
H?BefAf,F,NA
H?BefAV,F,NA
H?Bef?v,F,NA
H?BefAN,F,NA
H?Bef?n,F,NA
H?Bef?^,F,NA
H?BefB{,F,NA
H?BefBy,F,NA
H?BefBu,F,NA
H?BefBm,F,NA
H?BefB],F,NA
H?BefA},F,NA
H?BefBt,F,NA
H?BefBl,F,NA
H?BefB\,F,NA
H?BefA|,F,NA
H?BefBf,F,NA
H?BefBV,F,NA
H?BefAv,F,NA
H?BefBN,F,NA
H?BefAn,F,NA
H?BefA^,F,NA
H?Bef?~,F,NA
H?BefB},F,NA
H?BefB|,F,NA
H?BefBv,F,NA
H?BefBn,F,NA
H?BefB^,F,NA
H?BefA~,F,NA
H?BefB~,F,NA
H?Bed`o,F,NA
H?Bedbo,F,NA
H?Bed`w,F,NA
H?Bedbc,F,NA
H?Bed`s,F,NA
H?BedbE,F,NA
H?Bedae,F,NA
H?Bed`e,F,NA
H?Bed_u,F,NA
H?BedaM,F,NA
H?Bed`M,F,NA
H?Bed_m,F,NA
H?BedaF,F,NA
H?Bed`F,F,NA
H?Bed_N,F,NA
H?Bedbw,F,NA
H?Bedbs,F,NA
H?Bedbk,F,NA
H?Bedb[,F,NA
H?Bed`{,F,NA
H?Bedbe,F,NA
H?Bedau,F,NA
H?Bed`u,F,NA
H?BedbM,F,NA
H?Bedam,F,NA
H?Bed`m,F,NA
H?Bed_},F,NA
H?BedbF,F,NA
H?Bed`f,F,NA
H?BedaN,F,NA
H?Bed`N,F,NA
H?Bedb{,F,NA
H?Bedbu,F,NA
H?Bedbm,F,NA
H?Beda},F,NA
H?Bed`},F,NA
H?Bedbf,F,NA
H?Bed`v,F,NA
H?BedbN,F,NA
H?Bed`n,F,NA
H?Bedb},F,NA
H?Bedbv,F,NA
H?Bedbn,F,NA
H?Bed`~,F,NA
H?Bedb~,F,NA
H?BeeRo,F,NA
H?BeeRc,F,NA
H?BeeRS,F,NA
H?BeeQs,F,NA
H?BeeQ[,F,NA
H?BeeO{,F,NA
H?BeeRE,F,NA
H?BeeQe,F,NA
H?BeeOu,F,NA
H?BeeQM,F,NA
H?BeeOm,F,NA
H?BeeQF,F,NA
H?BeeOf,F,NA
H?BeeRw,F,NA
H?BeeRs,F,NA
H?BeeR[,F,NA
H?BeeQ{,F,NA
H?BeeRe,F,NA
H?BeeQu,F,NA
H?BeeRM,F,NA
H?BeeQm,F,NA
H?BeeO},F,NA
H?BeeRF,F,NA
H?BeeQf,F,NA
H?BeeOv,F,NA
H?BeeR{,F,NA
H?BeeRu,F,NA
H?BeeRm,F,NA
H?BeeQ},F,NA
H?BeeRf,F,NA
H?BeeQv,F,NA
H?BeeO~,F,NA
H?BeeR},F,NA
H?BeeRv,F,NA
H?BeeQ~,F,NA
H?BeeR~,F,NA
H?Befbo,F,NA
